Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Chrome 88.0.4324.150,,,2021-02-16 11:12:18,2021-02-16 11:12:25,"6,993s",PASSED
"navigateToUrl(""http://qainterview.pythonanywhere.com/"")",Chrome 88.0.4324.150,,,2021-02-16 11:12:25,2021-02-16 11:12:27,"2,300s",PASSED
"setText(findTestObject(""Object Repository/Page_Factoriall/input_The greatest factorial calculator_number""), number)",Chrome 88.0.4324.150,,,2021-02-16 11:12:27,2021-02-16 11:12:28,"0,640s",PASSED
"click(findTestObject(""Object Repository/Page_Factoriall/button_Calculate""))",Chrome 88.0.4324.150,,,2021-02-16 11:12:28,2021-02-16 11:12:28,"0,337s",PASSED
,,,,,,,
Test Cases/PruebaDatosVarios,Chrome 88.0.4324.150,Prueba con diferentes datos para una mejor prueba de posibles casos.,,2021-02-16 11:12:28,2021-02-16 11:12:38,"10,291s",PASSED
"openBrowser("""")",Chrome 88.0.4324.150,,,2021-02-16 11:12:28,2021-02-16 11:12:35,"7,052s",PASSED
"navigateToUrl(""http://qainterview.pythonanywhere.com/"")",Chrome 88.0.4324.150,,,2021-02-16 11:12:35,2021-02-16 11:12:37,"2,248s",PASSED
"setText(findTestObject(""Object Repository/Page_Factoriall/input_The greatest factorial calculator_number""), number)",Chrome 88.0.4324.150,,,2021-02-16 11:12:37,2021-02-16 11:12:38,"0,645s",PASSED
"click(findTestObject(""Object Repository/Page_Factoriall/button_Calculate""))",Chrome 88.0.4324.150,,,2021-02-16 11:12:38,2021-02-16 11:12:38,"0,342s",PASSED
,,,,,,,
Test Cases/PruebaDatosVarios,Chrome 88.0.4324.150,Prueba con diferentes datos para una mejor prueba de posibles casos.,,2021-02-16 11:12:38,2021-02-16 11:12:49,"10,211s",PASSED
"openBrowser("""")",Chrome 88.0.4324.150,,,2021-02-16 11:12:38,2021-02-16 11:12:45,"6,943s",PASSED
"navigateToUrl(""http://qainterview.pythonanywhere.com/"")",Chrome 88.0.4324.150,,,2021-02-16 11:12:45,2021-02-16 11:12:48,"2,271s",PASSED
"setText(findTestObject(""Object Repository/Page_Factoriall/input_The greatest factorial calculator_number""), number)",Chrome 88.0.4324.150,,,2021-02-16 11:12:48,2021-02-16 11:12:48,"0,651s",PASSED
"click(findTestObject(""Object Repository/Page_Factoriall/button_Calculate""))",Chrome 88.0.4324.150,,,2021-02-16 11:12:48,2021-02-16 11:12:49,"0,343s",PASSED
,,,,,,,
Test Cases/PruebaDatosVarios,Chrome 88.0.4324.150,Prueba con diferentes datos para una mejor prueba de posibles casos.,,2021-02-16 11:12:49,2021-02-16 11:12:59,"10,222s",PASSED
"openBrowser("""")",Chrome 88.0.4324.150,,,2021-02-16 11:12:49,2021-02-16 11:12:56,"6,987s",PASSED
"navigateToUrl(""http://qainterview.pythonanywhere.com/"")",Chrome 88.0.4324.150,,,2021-02-16 11:12:56,2021-02-16 11:12:58,"2,235s",PASSED
"setText(findTestObject(""Object Repository/Page_Factoriall/input_The greatest factorial calculator_number""), number)",Chrome 88.0.4324.150,,,2021-02-16 11:12:58,2021-02-16 11:12:58,"0,638s",PASSED
"click(findTestObject(""Object Repository/Page_Factoriall/button_Calculate""))",Chrome 88.0.4324.150,,,2021-02-16 11:12:58,2021-02-16 11:12:59,"0,357s",PASSED
,,,,,,,
Test Cases/PruebaDatosVarios,Chrome 88.0.4324.150,Prueba con diferentes datos para una mejor prueba de posibles casos.,,2021-02-16 11:12:59,2021-02-16 11:13:10,"11,120s",PASSED
"openBrowser("""")",Chrome 88.0.4324.150,,,2021-02-16 11:12:59,2021-02-16 11:13:06,"7,659s",PASSED
"navigateToUrl(""http://qainterview.pythonanywhere.com/"")",Chrome 88.0.4324.150,,,2021-02-16 11:13:06,2021-02-16 11:13:09,"2,448s",PASSED
"setText(findTestObject(""Object Repository/Page_Factoriall/input_The greatest factorial calculator_number""), number)",Chrome 88.0.4324.150,,,2021-02-16 11:13:09,2021-02-16 11:13:10,"0,650s",PASSED
"click(findTestObject(""Object Repository/Page_Factoriall/button_Calculate""))",Chrome 88.0.4324.150,,,2021-02-16 11:13:10,2021-02-16 11:13:10,"0,357s",PASSED
,,,,,,,
Test Cases/PruebaDatosVarios,Chrome 88.0.4324.150,Prueba con diferentes datos para una mejor prueba de posibles casos.,,2021-02-16 11:13:10,2021-02-16 11:13:21,"10,598s",PASSED
"openBrowser("""")",Chrome 88.0.4324.150,,,2021-02-16 11:13:10,2021-02-16 11:13:17,"7,034s",PASSED
"navigateToUrl(""http://qainterview.pythonanywhere.com/"")",Chrome 88.0.4324.150,,,2021-02-16 11:13:17,2021-02-16 11:13:20,"2,544s",PASSED
"setText(findTestObject(""Object Repository/Page_Factoriall/input_The greatest factorial calculator_number""), number)",Chrome 88.0.4324.150,,,2021-02-16 11:13:20,2021-02-16 11:13:20,"0,647s",PASSED
"click(findTestObject(""Object Repository/Page_Factoriall/button_Calculate""))",Chrome 88.0.4324.150,,,2021-02-16 11:13:20,2021-02-16 11:13:21,"0,369s",PASSED
